age,age_group,gender,weight (kg),height (m),max_BPM,avg_BPM,resting_BPM,session_duration (hours),calories_burned,workout_type,fat_percentage,water_intake (liters),workout_frequency (days/week),experience_level,bmi,bmi_category
25,young adult,Male,61.3,1.77,173,167,50,1.88,1760,Strength,35,3.1,4,2,17.69,underweight
38,adult,Male,41.1,1.67,184,133,74,0.63,804,HIIT,25.6,2.8,5,3,14.26,underweight
36,adult,Male,78.2,1.63,191,169,74,2,1381,Cardio,23.1,2.7,3,2,21.82,normal
35,adult,Male,94.6,1.69,167,158,57,0.75,1534,Yoga,33.1,2,4,2,22.21,normal
28,young adult,Female,68.8,1.73,198,169,66,1.46,1279,Yoga,31.4,1.6,3,1,12.38,underweight
27,young adult,Female,43.4,1.71,184,165,71,1.24,945,Strength,10,3.6,2,2,25.15,overweight
37,adult,Female,40,1.81,164,139,62,1.35,658,NA,15.4,,4,1,,underweight
40,adult,Female,40,1.74,173,164,72,1.33,1194,HIIT,22.7,1.5,4,1,12.32,underweight
24,young adult,Male,70.3,1.87,191,127,62,1.75,1285,Yoga,23.9,1.5,2,3,14.32,underweight
18,young adult,Male,64.7,1.67,167,152,74,1.38,1506,HIIT,26,1.7,4,3,19.63,normal
59,senior,Male,61,1.62,191,162,74,1.69,499,HIIT,14.6,1.8,3,3,21.37,normal
37,adult,Female,44.2,1.61,168,164,73,1.13,1011,Yoga,28.8,2.5,4,3,14.92,underweight
18,young adult,Male,77.8,1.76,183,157,74,1.27,1086,HIIT,24.6,3.3,3,1,16.37,underweight
53,senior,Male,53.5,1.71,195,169,54,1.04,900,Yoga,25.1,2.7,3,2,33.56,obese
44,adult,Male,63.7,1.62,176,166,54,1.16,1142,Cardio,23,3.2,5,2,12.32,underweight
28,young adult,Female,64.1,1.82,170,120,57,1.53,686,Yoga,16.3,2.7,2,,13.85,underweight
,teen,Female,54.5,1.67,196,148,73,1.21,819,Strength,29.4,3.1,3,1,15.16,underweight
30,adult,Female,40,1.93,180,143,74,1.94,916,Yoga,17.2,2.3,2,1,12.32,underweight
25,young adult,Female,68.8,1.73,182,133,74,1.65,851,Strength,28.8,1.8,3,3,12.32,underweight
18,young adult,,50.6,1.74,162,153,74,1.25,634,Strength,29.3,1.5,4,,17.25,underweight
53,senior,Female,68.9,1.6,191,155,70,0.89,874,Yoga,10.2,1.6,3,2,27.19,overweight
25,young adult,Male,100.4,1.76,173,169,58,0.85,1465,Cardio,30.4,1.8,3,1,17.45,underweight
58,senior,Female,105.7,1.65,171,136,71,1.22,841,Cardio,32,3.4,,3,13.66,underweight
18,young adult,Female,61.9,1.58,184,141,,1.63,900,Yoga,25.2,3.7,2,1,18.23,underweight
50,senior,Female,60.4,1.72,184,124,74,2,494,Yoga,27.9,3,4,2,20.81,normal
23,young adult,Male,56.2,1.58,184,141,71,2,640,Cardio,25.2,1.5,4,1,,underweight
18,young adult,Female,42.6,1.56,180,169,62,1.27,1497,Strength,27.1,3.6,4,1,12.46,underweight
59,senior,Female,97.4,1.57,199,153,70,0.73,877,Yoga,18.1,3.3,4,1,27.67,overweight
32,adult,Male,58.7,,161,130,69,1.07,733,Strength,28.6,1.9,3,3,12.87,underweight
21,young adult,Male,46.4,2,198,135,74,1,497,Cardio,29.7,1.8,2,1,23.07,normal
32,adult,Male,57.4,1.66,189,136,62,1.55,1068,HIIT,24.6,3.4,2,2,,underweight
38,adult,Male,87.9,1.75,183,130,74,1.54,1273,HIIT,24.2,1.6,3,1,12.32,underweight
40,adult,Male,87.8,1.64,161,145,59,1.63,849,Cardio,22.5,2.6,4,2,17.55,underweight
52,senior,Female,62.4,1.91,191,161,63,2,1783,Yoga,27.3,3.2,2,1,15.2,underweight
20,young adult,Female,65.7,1.81,189,165,55,1.66,733,Strength,35,3.5,4,2,25.06,overweight
23,young adult,Female,51.4,2,182,158,65,1.07,738,Strength,31.7,2.6,4,2,15.31,underweight
34,adult,Female,75.2,2,196,141,73,1.13,753,HIIT,33.8,3.6,4,2,16.39,underweight
34,adult,Male,77.7,1.81,187,149,54,1.08,842,Strength,33,3,2,3,12.32,underweight
23,young adult,Female,40,1.89,162,126,60,0.74,1237,Cardio,24.7,2.9,3,1,17.09,underweight
43,adult,Female,80.5,1.68,190,135,58,1.1,1099,Yoga,21.7,2.1,5,1,25.52,overweight
18,young adult,Male,40,1.78,167,133,62,0.86,963,Yoga,16.9,3.7,4,3,21.42,normal
28,young adult,Female,109.4,1.58,170,165,74,1.94,619,HIIT,21.9,2.2,5,1,21.16,normal
57,senior,Female,40,1.58,165,140,55,1.33,1783,Strength,24.7,2.6,4,1,14.94,underweight
18,young adult,Male,40,1.8,168,,58,0.5,729,NA,32.5,3.7,3,3,12.32,underweight
44,adult,Female,79.5,1.73,184,155,56,1.57,1058,Yoga,17.8,2.6,4,2,25.45,overweight
21,young adult,Female,68.5,1.61,191,169,74,1.18,1278,Yoga,19.9,3.1,3,2,18.59,normal
39,adult,,65.6,1.75,164,158,66,1.09,1593,Cardio,23.7,3.1,4,2,23.89,normal
44,adult,Female,87.5,1.88,173,132,66,1.21,1643,Strength,26.9,3.1,2,2,21.72,normal
56,senior,Male,54.5,1.76,196,148,74,1.4,659,HIIT,32.1,2.8,4,2,27.02,overweight
33,adult,Female,55.4,1.6,185,144,67,2,1015,HIIT,30.6,2.7,4,3,20.82,normal
32,adult,Male,85.7,1.53,185,133,52,1.02,1108,Cardio,24,3.4,3,3,14.19,underweight
34,adult,Female,58.2,1.7,189,134,55,0.73,785,HIIT,24,1.6,4,2,12.46,underweight
30,adult,Male,72.5,1.91,189,142,58,1.44,976,Cardio,28.2,3.6,2,2,26.6,overweight
26,young adult,,77.2,1.64,168,162,64,1.25,438,Strength,22.7,2.4,4,2,30.85,obese
20,young adult,Male,90.3,1.68,169,135,59,1.1,758,Cardio,10.5,1.7,4,1,31.04,obese
42,adult,Female,95.2,1.76,178,158,56,1.21,770,Cardio,25.3,2,2,3,16.06,underweight
26,young adult,Male,75,1.91,181,168,74,1.1,943,HIIT,24.8,2,3,2,21.87,normal
26,young adult,Male,61.5,1.51,185,155,74,1.35,1079,Cardio,31.4,3.4,4,2,21.29,normal
28,young adult,Female,101.9,1.5,196,164,56,1.87,1211,Cardio,23.8,3.2,2,2,15.07,underweight
54,senior,Female,41.4,1.6,163,169,71,1.62,1385,Yoga,10,1.6,5,3,20.92,normal
18,young adult,Male,71.3,1.78,167,129,72,0.86,1238,Strength,20.6,1.5,4,3,34.18,obese
42,adult,Male,46.2,1.72,167,130,69,1.19,945,HIIT,24.6,2.9,2,3,19.47,normal
24,young adult,Male,64,1.83,187,155,74,1.79,406,Yoga,27.7,1.5,3,,31.31,obese
54,senior,Male,47.2,1.75,160,134,68,1.18,1001,Yoga,23.9,1.9,4,1,20,normal
53,senior,Male,95.5,1.52,164,169,52,1.31,1009,Yoga,21.8,1.9,,3,12.32,underweight
33,adult,Female,40,1.79,194,162,60,1.39,1012,Cardio,23.7,2.8,4,,13.81,underweight
52,senior,Female,81.1,1.74,184,168,74,0,1080,NA,23.6,3.4,5,1,12.32,underweight
51,senior,Female,72.1,,162,160,70,1.21,1186,Cardio,17.6,3.2,3,2,12.66,underweight
47,senior,Male,100.5,1.56,185,133,64,0.87,872,Cardio,22.1,1.5,4,2,,underweight
55,senior,Female,129.9,1.89,177,157,66,0.81,1154,Cardio,15.2,2.4,4,2,20.1,normal
28,young adult,Male,75.7,1.85,160,157,64,1.59,1179,NA,29.7,1.5,3,2,37.5,obese
18,young adult,Female,69,1.66,196,141,56,1.46,1251,Yoga,25.7,2.4,4,2,18.23,underweight
19,young adult,Male,72.5,1.73,184,135,71,1.12,1392,HIIT,11.9,3.5,3,1,29.87,overweight
30,adult,,50.8,1.81,196,132,74,1.28,794,Yoga,14.5,3.2,3,3,22.58,normal
40,adult,Female,68.2,1.5,197,153,71,1.24,484,Cardio,24.1,3.5,4,2,12.45,underweight
49,senior,Female,105,1.63,170,139,70,1.53,1065,Cardio,24,1.5,4,2,18.89,normal
57,senior,Female,129.9,1.88,162,148,56,1.71,1233,Strength,24,1.8,3,1,,underweight
27,young adult,Female,61.1,1.59,\t182,139,68,1.09,669,Yoga,16.7,1.5,3,2,12.32,underweight
27,young adult,Male,,1.81,176,169,64,1.37,1783,Yoga,28.5,1.5,3,3,16.6,underweight
50,senior,Male,62.5,1.67,172,121,56,1.14,1415,Cardio,20.9,2.5,5,2,28.47,overweight
59,senior,Male,62.4,1.71,197,,74,1.47,705,Cardio,32,2.4,4,2,19.22,normal
26,young adult,Male,72.4,1.68,196,169,53,2,1082,HIIT,29.8,2.5,2,3,21.68,normal
55,senior,Female,93.1,1.82,172,148,60,1.22,1039,HIIT,17.3,2.6,4,1,20.51,normal
48,senior,Female,122.3,1.71,183,120,63,0.79,992,NA,10,2.6,4,1,18.9,normal
29,young adult,Female,70.8,1.85,160,142,52,1.5,1624,Yoga,14.2,3.5,2,3,15.46,underweight
52,senior,Male,51.5,1.6,184,162,65,1.46,1339,Cardio,25.2,3.2,4,3,12.32,underweight
18,young adult,Female,57.1,1.61,198,129,66,0.94,1064,Cardio,31.7,2.4,2,3,19.32,normal
36,adult,Female,64.4,1.97,166,153,59,1.45,1132,HIIT,27.9,2.9,3,1,23.33,normal
52,senior,Male,63,1.72,184,131,54,1.48,804,Cardio,21.5,1.5,4,3,34.06,obese
29,young adult,Male,77.2,1.89,192,152,58,2,858,HIIT,25.6,3.2,3,2,19.23,normal
18,young adult,Female,40,1.66,190,147,50,1.6,1287,Cardio,27.6,1.9,5,3,22.99,normal
30,adult,Female,76.3,2,193,132,59,1.11,548,HIIT,34.9,3.2,3,1,17.54,underweight
29,young adult,Female,71.2,1.8,176,139,68,1.4,354,Cardio,10,3.4,2,3,31.75,obese
55,senior,Male,104.9,1.56,187,155,58,0.87,1260,Strength,27.8,3.5,3,1,12.68,underweight
34,adult,Female,102.1,1.53,178,152,50,2,1783,Strength,26.5,2.1,3,1,38.34,obese
31,adult,Female,63.6,1.57,165,169,74,1.09,1148,Strength,15.1,3.4,4,1,13.15,underweight
26,young adult,Male,68.6,1.7,172,167,57,1.32,501,Yoga,25.4,1.5,3,2,18.29,underweight
33,adult,Male,46,1.71,163,145,54,1.29,671,Yoga,21.4,3.1,2,3,14.68,underweight
39,adult,Female,88.6,1.8,181,158,71,1.29,1296,Strength,24.3,2.8,4,1,,underweight
36,adult,Male,79.7,1.75,168,132,74,1.67,445,Strength,23.9,3.4,4,2,25.28,overweight
33,adult,Female,108.7,1.75,199,131,74,0.86,1080,Yoga,24.1,1.9,3,1,16.46,underweight
45,senior,Female,61.4,1.76,194,120,68,1.22,909,Strength,21.4,2.8,2,1,21.75,normal
21,young adult,Female,69.2,1.87,168,127,68,1.47,1275,Yoga,24.1,2.9,5,3,14.59,underweight
52,senior,Male,67.4,1.72,160,134,51,1.49,1307,Strength,17,2.6,2,2,15.39,underweight
29,young adult,Female,40,1.64,178,130,69,1.15,1093,HIIT,27.4,3.4,3,2,14.89,underweight
47,senior,Female,46,1.58,172,147,72,1.37,1098,Strength,28.5,3.7,2,3,15.45,underweight
34,adult,Male,89.1,1.78,174,120,51,1.52,574,Cardio,27.6,1.5,4,2,20.61,normal
57,senior,Male,70.4,1.72,181,161,57,1.3,983,Yoga,29.9,3.6,3,2,22.21,normal
24,young adult,Male,65.7,1.84,165,146,74,1.59,954,Cardio,17.8,2.8,5,2,16.06,underweight
26,young adult,Male,82.2,1.69,189,139,70,1.45,1184,Yoga,10,2.5,5,2,18.01,underweight
32,adult,,52.2,1.73,196,134,74,2,684,Strength,27.4,2,3,1,21.27,normal
54,senior,Male,128.7,1.91,192,,58,1.97,1049,Cardio,22.9,2.7,4,2,23.32,normal
18,young adult,Female,,1.64,196,169,74,0.9,921,Strength,25.8,3.3,5,2,20.03,normal
18,young adult,Female,110.3,1.76,168,169,55,1.86,1391,Strength,33,3.5,5,3,16.38,underweight
54,senior,Male,42.7,1.72,191,153,74,2,987,Yoga,13.6,1.5,5,2,19.11,normal
35,adult,Female,98,1.59,179,141,62,1.04,729,Cardio,14.2,1.5,3,1,18.32,underweight
37,adult,Female,94.5,1.84,160,158,61,1.2,1063,HIIT,26.6,2.6,3,2,12.32,underweight
30,adult,Female,57.6,1.66,169,160,67,1.86,1332,Yoga,30.9,2.7,4,2,30.42,obese
31,adult,Male,40,1.74,194,155,68,1.4,716,HIIT,30.6,1.5,4,3,20.16,normal
28,young adult,Male,40.3,1.69,166,169,69,0.5,864,Cardio,24.9,2.6,3,3,20.42,normal
53,senior,Male,60.8,1.66,199,121,69,1.12,926,Strength,26.5,3.6,4,1,12.32,underweight
56,senior,Male,72,1.77,191,168,62,1.55,1144,Cardio,30,2.7,2,2,23.34,normal
44,adult,Male,94.4,1.75,163,154,58,1.66,881,HIIT,24.1,2.9,3,3,12.32,underweight
38,adult,Male,71,1.84,190,120,53,1.93,1700,Cardio,24.7,3.1,,3,21.97,normal
34,adult,Female,77.9,1.87,183,169,59,1.28,691,NA,24,3.4,2,1,15.67,underweight
48,senior,Male,52.6,1.63,182,129,54,2,1310,Strength,25.1,1.5,,1,14.53,underweight
48,senior,Female,62.9,1.67,198,164,64,0.84,1098,HIIT,24.5,3.3,5,1,24.26,normal
33,adult,Male,59.6,1.6,187,127,69,1.41,573,Cardio,22.7,2.2,3,1,21.54,normal
46,senior,Female,50,1.5,182,149,64,1.44,929,Cardio,23.8,3.3,2,3,16.09,underweight
32,adult,Female,104.3,1.83,160,,64,1.83,1122,Yoga,22.1,2.8,4,2,16.99,underweight
36,adult,Female,61.2,1.93,166,145,55,0.77,1015,HIIT,18.8,1.5,4,2,12.32,underweight
36,adult,Female,82.5,1.66,166,134,50,0.95,640,Yoga,11.2,3.4,5,2,21.01,normal
57,senior,Female,58.3,1.73,164,132,50,1.48,492,HIIT,27.7,3.6,3,1,19.23,normal
45,senior,Male,61.6,1.95,176,,64,1.12,1049,Strength,25.1,2.4,4,1,30.72,obese
44,adult,Male,64.2,1.7,,139,62,1.3,1201,Yoga,23.2,3.3,2,2,15.79,underweight
31,adult,Male,53,1.83,182,149,55,1.33,821,Strength,23.6,3.4,4,3,22.89,normal
50,senior,Female,69.6,1.9,172,127,74,0,303,Strength,26.2,1.5,3,1,29.91,overweight
38,adult,Female,81.1,1.92,190,125,61,1.18,690,Yoga,26.1,3.1,4,3,17.99,underweight
49,senior,Female,65.7,1.77,182,139,74,1.18,744,HIIT,26.8,3.1,2,2,23,normal
21,young adult,Male,81.8,1.83,182,163,53,2,1159,Cardio,29.2,2.7,4,1,22.27,normal
28,young adult,Female,91.2,1.77,164,162,55,1.28,648,Strength,25.4,3.3,2,2,18.88,normal
52,senior,Female,98.5,1.96,183,169,50,1.98,1515,Strength,,2.2,5,1,35.08,obese
22,young adult,Male,88.9,1.6,182,148,74,1.39,1386,HIIT,28.9,2.5,3,3,32.24,obese
43,adult,Male,88.5,1.72,185,131,67,1.48,1140,Cardio,23.6,3.3,4,1,28.7,overweight
46,senior,Male,85.9,1.7,180,148,66,1.77,1088,HIIT,13.8,3.4,2,2,21.8,normal
18,young adult,Male,56.5,1.86,193,129,54,1.4,901,HIIT,20.6,3.5,4,2,13.7,underweight
43,adult,Female,65.2,1.97,184,121,72,1.1,594,HIIT,23.2,,3,2,17.03,underweight
18,young adult,Male,71.9,1.54,170,121,59,1.48,658,HIIT,18.9,2.6,4,2,24.65,normal
44,adult,Male,66.8,1.72,191,136,68,1.34,1239,Cardio,31.5,2.8,4,2,22.21,normal
55,senior,Female,46.3,1.7,187,139,52,2,1130,Cardio,27.3,1.5,3,1,32.94,obese
36,adult,Male,93.2,1.63,,153,55,1.21,389,Cardio,25.8,1.5,3,2,24.94,normal
57,senior,Male,72.4,1.65,168,162,56,1.71,1140,Yoga,10.9,2.5,4,1,28.3,overweight
41,adult,Male,70.7,1.81,191,134,62,1.53,1381,Cardio,30.3,3.3,2,2,23.32,normal
52,senior,Female,45,1.75,196,143,74,2,926,Yoga,22,2.4,3,1,38.8,obese
18,young adult,Female,74.8,1.83,165,144,63,1.66,1174,Cardio,22.9,3.1,2,2,15.29,underweight
31,adult,Female,61.1,1.69,190,123,64,0.62,1227,HIIT,23.8,3.6,2,3,19.83,normal
34,adult,Female,44.3,1.76,180,129,58,1.85,494,Strength,25.8,3.2,4,3,16.48,underweight
20,young adult,Female,96.2,1.59,170,142,52,1.57,1305,Strength,10.2,2.8,,1,21.72,normal
47,senior,Male,69.7,1.83,184,121,70,1.02,747,HIIT,30.2,1.9,5,1,20.78,normal
33,adult,Male,41.9,1.59,166,165,50,2,898,Strength,24.6,3.2,3,2,14.53,underweight
47,senior,Female,52.9,1.67,180,142,72,1.11,770,Cardio,22.9,1.5,3,2,30.5,obese
58,senior,Male,94.6,1.57,191,152,74,0.78,674,Cardio,10.2,3.3,,1,22.94,normal
47,senior,Male,70.5,1.67,166,168,58,1.74,898,Strength,30,3.2,3,2,46.78,obese
27,young adult,Female,40,1.76,192,169,56,2,602,HIIT,28,3.4,3,3,31.97,obese
51,senior,Male,51.6,1.83,194,161,67,2,1057,Yoga,27.6,2.2,3,1,24.12,normal
18,young adult,Female,83.3,1.59,165,169,72,1.19,997,Strength,25.7,3.3,3,1,31.83,obese
20,young adult,Male,67.7,1.84,193,122,66,1.19,900,Cardio,13.7,3.4,5,2,19.76,normal
43,adult,Male,57.8,1.78,197,163,52,1.42,1418,Yoga,28.6,1.6,2,1,14.84,underweight
45,senior,Male,59,1.87,199,157,55,1.11,613,Strength,18.2,3.2,2,1,31.55,obese
29,young adult,Female,61.5,1.88,182,152,72,1.62,793,HIIT,24.2,3.3,4,3,23.84,normal
18,young adult,Female,40,1.75,176,124,68,1.01,1536,HIIT,14.6,3.5,,2,17.62,underweight
37,adult,Male,79.6,1.68,180,137,67,2,920,Yoga,28.6,1.8,,3,23.26,normal
26,young adult,Female,68.6,1.75,184,140,60,1.26,681,HIIT,29.4,1.8,3,3,20.02,normal
49,senior,Female,77.9,1.75,196,169,64,1.24,1267,HIIT,24.8,3.5,3,2,14.38,underweight
23,young adult,Female,40.9,1.75,187,136,50,1.14,1135,Cardio,24.8,3.4,3,2,12.32,underweight
18,young adult,Male,68.7,1.77,161,169,68,1.01,1011,Cardio,27.3,3.5,3,2,17,underweight
23,young adult,Male,114.9,1.61,180,120,56,1.27,891,HIIT,28,3.3,3,1,22.67,normal
47,senior,Male,65.6,1.77,190,154,54,1.59,413,Strength,23.1,3.6,2,2,14.47,underweight
20,young adult,Female,90.9,1.69,198,142,74,1.35,927,Cardio,18.1,3.2,4,1,16.23,underweight
40,adult,Male,61,1.89,196,123,71,1.45,625,Strength,27.4,3.6,3,1,23.16,normal
18,young adult,Male,66.8,1.66,166,135,59,2,803,Yoga,23.2,3,2,1,12.56,underweight
56,senior,Male,42.6,1.61,190,161,60,1.24,1260,HIIT,23,3.6,4,3,23.68,normal
56,senior,Female,88.8,1.7,173,129,52,1.79,933,Yoga,24.1,1.5,4,2,12.32,underweight
34,adult,Female,83.2,1.64,171,164,69,1.19,1392,Yoga,22.9,3.5,3,1,14.97,underweight
38,adult,Female,99.1,1.5,185,159,74,1.38,995,HIIT,17.8,1.5,4,1,24.56,normal
43,adult,Male,77.8,1.7,180,149,58,1.38,1643,Strength,14.9,2.8,5,1,16.55,underweight
18,young adult,Male,47.8,1.85,161,156,50,1.02,1265,Yoga,30.8,3.2,5,1,12.32,underweight
24,young adult,Male,40,1.82,168,120,74,1.28,303,Strength,25,3.6,3,1,17.95,underweight
35,adult,Female,91,1.55,174,136,74,0.99,1216,Cardio,27,3.5,3,3,16,underweight
21,young adult,Male,86.3,1.74,184,169,61,1.85,993,Strength,24.9,3.4,2,2,22.21,normal
26,young adult,Male,64.6,1.82,196,165,55,1.46,1699,Yoga,28.1,3.3,4,2,19.63,normal
40,adult,Female,49.6,1.7,169,,72,1.6,921,Cardio,32.5,3.6,,2,12.71,underweight
23,young adult,Female,59.6,1.81,160,146,71,1.54,1382,HIIT,22.6,2.8,5,2,12.32,underweight
46,senior,Female,53.7,1.5,177,169,54,1.62,1245,Strength,26.8,3.7,4,3,22.71,normal
55,senior,Female,58.9,1.56,197,125,58,0.73,1103,Yoga,22.1,3.5,3,2,30.52,obese
31,adult,Male,79.4,1.58,163,125,74,1.49,663,Cardio,24,2.4,3,2,12.32,underweight
26,young adult,Male,83.1,1.52,163,139,51,1.95,925,Strength,10,2.8,3,1,20.05,normal
31,adult,Female,61.7,1.52,177,160,54,0.54,1266,Yoga,23.1,1.7,4,2,12.32,underweight
27,young adult,Male,66.6,1.7,171,149,73,1.43,1321,Strength,26.6,3.3,4,3,13.51,underweight
45,senior,Female,106.3,1.84,172,123,61,1.15,1177,Strength,16.9,2.6,4,3,30.72,obese
23,young adult,Female,73.2,1.58,175,169,,1.54,1226,HIIT,25,2.4,3,2,24.85,normal
48,senior,Female,69.9,1.82,173,162,,2,1724,Yoga,26.7,2.4,3,1,23.63,normal
30,adult,Female,62.3,1.53,185,153,68,1.3,1382,Yoga,20.5,1.6,2,2,34.48,obese
48,senior,Male,83,1.55,164,169,67,1.27,1287,Cardio,21.5,3.5,2,3,22.88,normal
35,adult,Male,75.4,1.64,198,167,63,1.14,1045,Yoga,20.5,1.5,3,2,30.23,obese
30,adult,Female,98.3,1.84,178,161,74,1.58,576,HIIT,23.3,1.6,3,2,16.15,underweight
38,adult,Female,46.5,1.65,182,169,70,1.34,806,Cardio,24.1,3.5,2,1,12.32,underweight
44,adult,Male,61.6,1.65,167,158,74,1.11,1223,Strength,23.8,2.9,4,1,15.25,underweight
31,adult,Female,64,1.85,184,147,71,1.05,571,Strength,27,2,5,2,14.26,underweight
18,young adult,Male,59.1,1.69,180,155,57,1.99,1505,Yoga,27.5,1.9,4,1,17.36,underweight
24,young adult,Female,45.1,1.6,195,163,66,2,453,Cardio,31.2,1.6,2,2,22.88,normal
18,young adult,Male,49.1,1.68,,142,74,1.13,961,Yoga,23.7,3.1,,1,15.28,underweight
18,young adult,,82.7,1.79,171,167,69,1.09,1305,HIIT,21.8,2.1,2,1,12.89,underweight
33,adult,Male,85,1.73,161,128,64,1.34,812,Strength,16.6,3.2,4,1,13.34,underweight
21,young adult,Female,77.9,1.8,199,169,56,1.3,1171,Cardio,19.7,3.4,3,2,19.98,normal
20,young adult,Male,40,1.52,192,151,63,1.5,572,HIIT,25.1,3.7,4,1,25.64,overweight
59,senior,Male,44.8,1.67,189,130,63,1.29,1021,Strength,29.8,3.6,3,3,12.32,underweight
51,senior,Female,66.4,1.77,184,147,55,0.97,1531,HIIT,33.1,3.6,3,3,14.27,underweight
50,senior,Male,40,2,192,155,56,0.82,829,Strength,24.6,2.4,3,2,16.67,underweight
42,adult,Male,96.2,1.63,164,148,74,1.38,887,Strength,16.3,1.6,2,3,25.15,overweight
45,senior,Female,54,1.86,170,148,65,1.36,670,Cardio,28.9,3.5,3,2,16.72,underweight
22,young adult,Male,71.1,1.68,164,160,74,1.51,955,Cardio,10,3.3,4,2,16.09,underweight
47,senior,Female,48.6,1.55,176,165,74,0.71,1305,Cardio,15.6,2.7,2,1,27.31,overweight
34,adult,Female,100.1,1.97,192,164,73,2,1747,Yoga,25.5,1.5,4,2,22.68,normal
51,senior,Female,53.7,1.72,169,120,52,0.95,1234,HIIT,10,3.3,,3,14.41,underweight
27,young adult,Male,83.5,1.67,162,129,65,1.48,1517,Yoga,25.8,3.3,2,1,18.45,underweight
18,young adult,Male,52.4,1.74,181,169,63,0.83,889,Strength,10,2.8,4,3,13.4,underweight
48,senior,Male,89.5,1.61,170,153,57,1.38,1355,Strength,10,3.3,3,1,12.32,underweight
25,young adult,Female,58.2,1.64,165,169,71,1.92,984,Strength,20.8,3.3,4,3,19.05,normal
51,senior,Male,126,1.74,190,139,57,1.04,1108,Strength,27.3,3.2,2,1,22.63,normal
58,senior,Female,57.4,1.62,196,154,61,1.59,1015,NA,15,2.1,3,1,25.02,overweight
32,adult,Female,52.3,1.59,161,121,74,2,723,Strength,20.3,3.3,3,1,22.56,normal
47,senior,,40,1.85,192,139,57,1.2,697,Cardio,25.2,3.5,4,1,19.04,normal
55,senior,Female,129.6,1.84,188,139,58,1.28,1272,HIIT,19.2,3.5,3,1,18.38,underweight
33,adult,Female,72.3,1.8,199,120,74,1.33,457,HIIT,26.5,2.3,4,2,12.32,underweight
28,young adult,Male,64.1,1.55,179,152,52,1.41,1091,HIIT,31.1,3.3,4,1,18.43,underweight
34,adult,Male,66.7,1.55,186,169,55,1.48,781,Cardio,19.4,2.5,3,1,12.32,underweight
35,adult,Male,44.9,1.92,168,123,67,1.29,572,Cardio,20.8,2.1,4,2,17.33,underweight
36,adult,Female,90,1.69,180,160,72,2,717,HIIT,20.6,3.3,4,1,13.72,underweight
27,young adult,Male,77.7,1.76,167,131,74,1.36,448,HIIT,24.9,2.1,5,2,23.19,normal
18,young adult,Male,100,1.73,192,166,56,1.22,1631,Strength,23.3,1.8,4,2,12.32,underweight
52,senior,Male,83.4,1.52,176,142,56,1.45,596,HIIT,25.6,1.9,3,2,15.21,underweight
32,adult,Female,46.5,1.83,176,128,74,1.01,1061,Cardio,10,2.5,4,3,14.63,underweight
37,adult,Female,81.1,1.78,195,143,72,1.07,770,HIIT,22.5,2.5,3,2,12.51,underweight
31,adult,Male,50.7,1.86,171,149,74,1.29,580,Cardio,,3.6,3,2,21.13,normal
23,young adult,Female,55.4,1.8,164,163,73,1.33,783,Strength,27.1,1.5,2,1,18.71,normal
23,young adult,Female,40,1.8,160,136,62,1.85,1113,Strength,16.8,1.7,3,,16.37,underweight
25,young adult,Female,76.2,1.87,184,148,69,1.96,809,HIIT,26.2,2.3,3,1,17.02,underweight
52,senior,Male,84.5,1.75,180,158,71,2,830,Strength,14.1,1.5,4,3,18.25,underweight
59,senior,Male,40,2,173,141,68,1.04,1331,Strength,27,3.7,2,1,43.74,obese
37,adult,,40,1.92,163,129,68,1.22,1025,Cardio,22.7,3.3,2,1,23.28,normal
42,adult,Female,55.6,1.63,176,134,74,1.41,384,Cardio,22,3.3,3,1,32.64,obese
29,young adult,Male,73.6,1.82,162,141,55,1.5,1057,Cardio,25.2,2.1,2,2,30.41,obese
29,young adult,Female,50.8,1.89,199,163,59,0.8,784,HIIT,35,2.5,3,2,22.37,normal
27,young adult,Male,72.5,1.88,181,162,69,1.21,1120,HIIT,34.6,3.4,4,1,27.76,overweight
22,young adult,Male,128.4,,166,169,50,1.53,914,HIIT,16.7,2.8,3,2,13.01,underweight
41,adult,Male,74.7,1.84,170,169,57,0,1257,Strength,24.8,2.5,3,3,14.71,underweight
21,young adult,Female,94.4,1.69,197,155,61,1.94,1089,Strength,20.7,2.4,,2,14.52,underweight
52,senior,Male,57.5,1.87,174,149,70,1.05,880,NA,12.5,2.5,2,2,12.32,underweight
32,adult,Male,51.1,1.86,199,131,63,1,865,HIIT,34.8,3.2,3,1,21.49,normal
30,adult,Female,88.8,1.69,171,127,70,1.21,1097,Strength,25.6,3.4,,1,19.29,normal
31,adult,Female,,1.54,161,156,74,0.68,882,Cardio,28.9,2.6,4,1,12.32,underweight
49,senior,Female,80,2,162,151,74,1.07,0,NA,15.7,3.6,3,2,29.6,overweight
23,young adult,Female,52.6,1.78,176,169,53,1.15,1384,Cardio,31.1,2.4,3,2,21.08,normal
18,young adult,Male,57.5,1.74,193,154,70,1.16,1358,HIIT,33.9,3.7,4,3,12.32,underweight
52,senior,Female,45.1,1.65,165,164,71,1.76,1380,Yoga,21.5,3.3,5,1,29.89,overweight
45,senior,Male,98.7,1.77,183,132,74,1.32,400,Cardio,19.5,2,4,2,18.18,underweight
51,senior,Male,63,1.78,161,152,50,1.33,1339,Strength,29.1,1.8,2,2,15.95,underweight
